,Property ID,Building name,Street address,Number of floors (above ground),Predominant space use,Accessibility type,Accessibility type description,Accessibility rating,x coordinate,y coordinate,Street level
758,103296,BARON HOUSE,480-488 Elizabeth Street MELBOURNE 3000,3.0,Educational/Research,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9605,-37.8075,Elizabeth Street
759,110654,Unknown building name,235 Exhibition Street MELBOURNE 3000,2.0,Entertainment/Recreation - Indoor,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9695,-37.8104,Exhibition Street
760,102100,NATIONAL MUTUAL CENTRE,433-455 Collins Street MELBOURNE 3000,23.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9599,-37.818,Collins Street
761,106371,Unknown building name,17 McKillop Street MELBOURNE 3000,3.0,Retail - Shop,Low level of accessibility,All entrances have steps,1.0,144.9616,-37.8154,McKillop Street
762,102163,Unknown building name,68-72 Collins Street MELBOURNE 3000,3.0,Office,Low level of accessibility,All entrances have steps,1.0,144.9712,-37.8139,Collins Street
763,105831,CROSSLEY HOTEL,47-55 Little Bourke Street MELBOURNE 3000,7.0,Commercial Accommodation,Low level of accessibility,All entrances have steps,1.0,144.9711,-37.811,Little Bourke Street
764,105737,University City Apartments,402-408 Lonsdale Street MELBOURNE 3000,14.0,Student Accommodation,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9603,-37.8124,Lonsdale Street
765,105971,FRONTIER HOUSE,18-20 Little Collins Street MELBOURNE 3000,4.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9727,-37.8123,Little Collins Street
766,109405,Unknown building name,174 Swanston Street MELBOURNE 3000,3.0,Storage,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.966,-37.8137,Swanston Street
767,104079,CURRIE AND RICHARDS BUILDING,79-81 Franklin Street MELBOURNE 3000,3.0,Office,Low level of accessibility,All entrances have steps,1.0,144.9621,-37.8081,Franklin Street
768,105849,Unknown building name,383-385 Little Bourke Street MELBOURNE 3000,2.0,Storage,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2.0,144.9615,-37.8138,Little Bourke Street
769,109395,Unknown building name,242 Swanston Street MELBOURNE 3000,2.0,Unoccupied - Unused,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2.0,144.9654,-37.8122,Swanston Street
770,105756,NICHOLAS HALL,148 Lonsdale Street MELBOURNE 3000,1.0,"Performances, Conferences, Ceremonies",Low level of accessibility,All entrances have steps,1.0,144.9682,-37.8099,Lonsdale Street
771,102086,NATIONAL AUSTRALIA BANK,271-285 Collins Street MELBOURNE 3000,11.0,Unoccupied - Under Renovation,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.965,-37.8166,Collins Street
772,109681,ARMY RESERVE RECRUITING UNIT,51-57 Victoria Street MELBOURNE 3000,2.0,Unoccupied - Unused,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9608,-37.8067,Victoria Street
773,108587,Unknown building name,162-164 Russell Street MELBOURNE 3000,2.0,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1.0,144.9682,-37.8124,Russell Street
774,104085,Unknown building name,167-175 Franklin Street MELBOURNE 3000,5.0,Commercial Accommodation,Low level of accessibility,All entrances have steps,1.0,144.9592,-37.809,Franklin Street
775,105676,Unknown building name,115 Lonsdale Street MELBOURNE 3000,3.0,Unoccupied - Under Renovation,Low level of accessibility,All entrances have steps,1.0,144.9689,-37.8106,Lonsdale Street
776,105294,MELBOURNE STEAMSHIP CO.,27-31 King Street MELBOURNE 3000,5.0,Storage,Low level of accessibility,All entrances have steps,1.0,144.9569,-37.8198,King Street
777,101164,DEFENCE PLAZA,655-667 Bourke Street MELBOURNE 3000,10.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9545,-37.8173,Bourke Street
778,108570,RIDO HOUSE,276-284 Russell Street MELBOURNE 3000,4.0,Office,Low level of accessibility,All entrances have steps,1.0,144.9671,-37.8099,Russell Street
779,104087,Unknown building name,225-227 Franklin Street MELBOURNE 3000,2.0,Retail - Shop,Low level of accessibility,All entrances have steps,1.0,144.9574,-37.8097,Franklin Street
780,108535,Unknown building name,109-113 Russell Street MELBOURNE 3000,4.0,Educational/Research,Low level of accessibility,All entrances have steps,1.0,144.9683,-37.814,Russell Street
781,578981,WILLS COURT,25 Wills Street MELBOURNE 3000,26.0,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9571,-37.8107,Wills Street
782,101130,CARLTON HOTEL,193-199 Bourke Street MELBOURNE 3000,5.0,Commercial Accommodation,Low level of accessibility,All entrances have steps,1.0,144.9676,-37.8132,Bourke Street
783,105397,Unknown building name,42-44 King Street MELBOURNE 3000,1.0,Entertainment/Recreation - Indoor,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2.0,144.9573,-37.8192,King Street
784,109680,HORTICULTURAL HALL,31-33 Victoria Street MELBOURNE 3000,2.0,"Performances, Conferences, Ceremonies",Low level of accessibility,All entrances have steps,1.0,144.9664,-37.8074,Victoria Street
785,103314,TELECOM,142-146 Elizabeth Street MELBOURNE 3000,3.0,Unoccupied - Unused,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9638,-37.8147,Elizabeth Street
786,102110,PICCOL,582-606 Collins Street MELBOURNE 3000,5.0,Educational/Research,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9549,-37.8185,Collins Street
787,103203,Unknown building name,299 Elizabeth Street MELBOURNE 3000,3.0,Storage,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2.0,144.9616,-37.8117,Elizabeth Street
788,101098,Unknown building name,28-32 Block Place MELBOURNE 3000,3.0,Retail - Shop,Low level of accessibility,All entrances have steps,1.0,144.9645,-37.8153,Block Place
789,108070,Unknown building name,449-455 Bourke Street MELBOURNE 3000,13.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9605,-37.8153,Bourke Street
790,103295,Unknown building name,490-494 Elizabeth Street MELBOURNE 3000,4.0,Commercial Accommodation,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9604,-37.8074,Elizabeth Street
791,105369,Unknown building name,328-330 King Street MELBOURNE 3000,2.0,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9542,-37.8126,King Street
792,105475,HUDSON ON LATROBE APARTMENTS,394-400 La Trobe Street MELBOURNE 3000,5.0,Residential Apartment,Low level of accessibility,All entrances have steps,1.0,144.9577,-37.8107,La Trobe Street
793,101109,Unknown building name,39-43 Bourke Street MELBOURNE 3000,2.0,Entertainment/Recreation - Indoor,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.972,-37.8119,Bourke Street
794,103930,PAWSON HOUSE,141-143 Flinders Lane MELBOURNE 3000,7.0,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1.0,144.9699,-37.8158,Flinders Lane
795,104013,Unilodge on Flinders,238-242 Flinders Street MELBOURNE 3000,14.0,Student Accommodation,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9664,-37.8172,Flinders Street
796,105762,MELBOURNE MARRIOTT HOTEL,92-106 Lonsdale Street MELBOURNE 3000,17.0,Commercial Accommodation,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9691,-37.8099,Lonsdale Street
797,103964,MANCHESTER HOUSE,30-44 Manchester Lane MELBOURNE 3000,8.0,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9662,-37.8164,Manchester Lane
798,102598,DOVERS BUILDING,5-7 Drewery Lane MELBOURNE 3000,7.0,Residential Apartment,Low level of accessibility,All entrances have steps,1.0,144.9638,-37.8111,Drewery Lane
799,103935,Unknown building name,175-177 Flinders Lane MELBOURNE 3000,7.0,Office,Low level of accessibility,All entrances have steps,1.0,144.9687,-37.8162,Flinders Lane
800,597186,THE GALLERIA,385 Bourke Street MELBOURNE 3000,5.0,Parking - Commercial Covered,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2.0,144.9629,-37.8149,Bourke Street
801,105699,Unknown building name,355-357 Lonsdale Street MELBOURNE 3000,3.0,Unoccupied - Under Renovation,Low level of accessibility,All entrances have steps,1.0,144.962,-37.8127,Lonsdale Street
802,105861,METRO PARKING,548-558 Little Bourke Street MELBOURNE 3000,7.0,Parking - Commercial Covered,Low level of accessibility,All entrances have steps,1.0,144.9559,-37.8149,Little Bourke Street
803,103315,Unknown building name,136-140 Elizabeth Street MELBOURNE 3000,2.0,Retail - Shop,High level of accessibility,Main Entrance has ramp,3.0,144.9637,-37.8148,Elizabeth Street
804,109301,NATIONAL AUSTRALIA BANK,275-279 Swanston Street MELBOURNE 3000,2.0,Storage,High level of accessibility,Main Entrance has ramp,3.0,144.9645,-37.8118,Swanston Street
805,106559,Unknown building name,20 Meyers Place MELBOURNE 3000,2.0,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1.0,144.9724,-37.8121,Meyers Place
806,106374,Unknown building name,18-22 McKillop Street MELBOURNE 3000,5.0,Unoccupied - Under Renovation,Low level of accessibility,All entrances have steps,1.0,144.9618,-37.8151,McKillop Street
807,109291,Unknown building name,239-241 Swanston Street MELBOURNE 3000,3.0,Storage,High level of accessibility,Main Entrance has ramp,3.0,144.9648,-37.8124,Swanston Street
808,106036,Unknown building name,364-370 Little Lonsdale Street MELBOURNE 3000,1.0,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1.0,144.9585,-37.812,Little Lonsdale Street
809,103941,ROSS HOUSE,247-251 Flinders Lane MELBOURNE 3000,5.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9662,-37.817,Flinders Lane
810,105743,MITCHELL HOUSE,352-362 Lonsdale Street MELBOURNE 3000,7.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9618,-37.8121,Lonsdale Street
811,102064,HARLEY HOUSE,69-71 Collins Street MELBOURNE 3000,7.0,Office,High level of accessibility,Main Entrance has ramp,3.0,144.9713,-37.8143,Collins Street
812,106032,Unknown building name,474 Little Lonsdale Street MELBOURNE 3000,2.0,Office,Low level of accessibility,All entrances have steps,1.0,144.9554,-37.813,Little Lonsdale Street
813,105496,GMK House,36-40 La Trobe Street MELBOURNE 3000,2.0,Office,High level of accessibility,Main Entrance has ramp,3.0,144.9676,-37.8081,La Trobe Street
814,105869,HARDWARE HOUSE,386-392 Little Bourke Street MELBOURNE 3000,7.0,Office,Low level of accessibility,All entrances have steps,1.0,144.9611,-37.8136,Little Bourke Street
815,103324,Unknown building name,88 Elizabeth Street MELBOURNE 3000,3.0,Retail - Shop,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9642,-37.8158,Elizabeth Street
816,110092,45 WILLIAM STREET,35-47 William Street MELBOURNE 3000,15.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9591,-37.8186,William Street
817,105895,Unknown building name,112-114 Little Bourke Street MELBOURNE 3000,3.0,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1.0,144.9691,-37.8112,Little Bourke Street
818,103985,MARKILLIES HOTEL,562-564 Flinders Street MELBOURNE 3000,5.0,Unoccupied - Under Renovation,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9556,-37.8206,Flinders Street
819,103195,MELBOURNE OPTICAL CENTRE,259 Elizabeth Street MELBOURNE 3000,3.0,Retail - Shop,Low level of accessibility,All entrances have steps,1.0,144.9621,-37.8127,Elizabeth Street
820,110726,Unknown building name,261-265 Spring Street MELBOURNE 3000,3.0,Storage,Low level of accessibility,All entrances have steps,1.0,144.9714,-37.809,Spring Street
821,101117,Unknown building name,87-91 Bourke Street MELBOURNE 3000,2.0,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1.0,144.9709,-37.8122,Bourke Street
822,102168,FARRER HOUSE,24-28 Collins Street MELBOURNE 3000,13.0,Hospital/Clinic,Low level of accessibility,All entrances have steps,1.0,144.9727,-37.8134,Collins Street
823,110695,VICTORIA MARKET SHED I,Therry Street MELBOURNE 3000,1.0,Retail - Stall,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9577,-37.8076,Therry Street
824,104010,Home@Flinders,1-15 Degraves Street MELBOURNE 3000,14.0,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9656,-37.8176,Degraves Street
825,103598,Unknown building name,165-167 Exhibition Street MELBOURNE 3000,2.0,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1.0,144.9701,-37.8117,Exhibition Street
826,108106,LOWE CHAMBERS,174-176 Queen Street MELBOURNE 3000,4.0,Office,Low level of accessibility,All entrances have steps,1.0,144.9608,-37.8143,Queen Street
827,105892,SEE YUP SOCIETY,124-126 Little Bourke Street MELBOURNE 3000,2.0,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1.0,144.9688,-37.8113,Little Bourke Street
828,103166,Unknown building name,7-9 Elizabeth Street MELBOURNE 3000,2.0,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1.0,144.9646,-37.8179,Elizabeth Street
829,105458,COMMONWEALTH LAW COURTS,295-307 William Street MELBOURNE 3000,19.0,"Performances, Conferences, Ceremonies",High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9559,-37.8125,William Street
830,100729,METRO INN APARTMENTS HOTEL,18-20 Bank Place MELBOURNE 3000,10.0,Commercial Accommodation,Low level of accessibility,All entrances have steps,1.0,144.9605,-37.8164,Bank Place
831,104004,FEDERATION HOUSE,342-348 Flinders Street MELBOURNE 3000,11.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9631,-37.8185,Flinders Street
832,103596,Unknown building name,57-63 Exhibition Street MELBOURNE 3000,15.0,Unoccupied - Under Renovation,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9713,-37.8146,Exhibition Street
833,548142,ASTORIA TRAVEL INN,284-294 Spencer Street MELBOURNE 3000,3.0,Commercial Accommodation,Low level of accessibility,All entrances have steps,1.0,144.9521,-37.8137,Spencer Street
834,102095,BANK OF TOKYO,401-403 Collins Street MELBOURNE 3000,10.0,Office,Low level of accessibility,All entrances have steps,1.0,144.9612,-37.8174,Collins Street
835,106915,Unknown building name,29 Niagara Lane MELBOURNE 3000,2.0,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1.0,144.9613,-37.813,Niagara Lane
836,106038,Unknown building name,322 Little Lonsdale Street MELBOURNE 3000,3.0,"Performances, Conferences, Ceremonies",Low level of accessibility,All entrances have steps,1.0,144.9601,-37.8116,Little Lonsdale Street
837,110144,DOUGLAS MENZIES CHAMBERS,178-188 William Street MELBOURNE 3000,13.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9581,-37.8148,William Street
838,102139,PERMANENT TRUSTEE HOUSE,294-296 Collins Street MELBOURNE 3000,7.0,Office,Low level of accessibility,All entrances have steps,1.0,144.9644,-37.8159,Collins Street
839,103233,Unknown building name,487 Elizabeth Street MELBOURNE 3000,2.0,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1.0,144.9598,-37.8076,Elizabeth Street
840,103931,Unknown building name,145-149 Flinders Lane MELBOURNE 3000,3.0,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1.0,144.9698,-37.8158,Flinders Lane
