furniture_id,furniture_description,furniture_class,furniture_type,furniture_location,furniture_latitude,furniture_longitude
1119086,Seat - Straight Seat - Wooden Battens - Type 2 - Princes Park,Outdoor Furniture,Seat,Princes Park,-37.781211642438706, 144.96209891473205
1119259,Seat - Straight Seat - Wooden Battens - Type 2 - JJ Holland Park,Outdoor Furniture,Seat,"J J Holland Park approximately 30m SE of 136A Kensington Road, Kensington, 3031",-37.798096601128044, 144.92117817360014
1119260,Seat - Straight Seat - Wooden Battens - Type 2 - Royal Park,Outdoor Furniture,Seat,Royal Park,-37.782695687880235, 144.942736684634
1119262,Seat - Straight Seat - Wooden Battens - Type 2 - Argyle Square,Outdoor Furniture,Seat,"Argyle Square approximately 20m North of Parco Canteen, 2 Argyle Place South, Carlton, 3053",-37.80328883155411, 144.9661192423196
1119266,Seat - Straight Seat - Wooden Battens - Type 2 - Princes Park,Outdoor Furniture,Seat,Princes Park,-37.781879305586955, 144.9620872749843
1119267,Seat - Straight Seat - Wooden Battens - Type 2 - Reserve (1-19 Frearson Walk),Outdoor Furniture,Seat,"Approximately 21m NE of 22 Frearson Walk, Kensington, 3031",-37.79511660712348, 144.92402894433394
1119268,Seat - Straight Seat - Wooden Battens - Type 2 - Royal Park,Outdoor Furniture,Seat,"Trin Warren Tam-boore Wetland approximately 51m NW of Citylink Melbourne Limited, CityLink Building, Manningham Street, Parkville, 3052",-37.78294429206505, 144.94036303112352
1119269,Seat - Straight Seat - Wooden Battens - Type 2 - Royal Park,Outdoor Furniture,Seat,"Trin Warren Tam-boore Wetland approximately 90m South of Noughts And Crosses Espresso, Kiosk, 11-49 Galada Avenue, Parkville, 3052",-37.782061893695875, 144.94022583952895
1119270,Seat - Straight Seat - Wooden Battens - Type 2 - Royal Park,Outdoor Furniture,Seat,"Trin Warren Tam-boore Wetland approximately 70m SW of 2 Parkville Avenue, Parkville, 3052",-37.781852385466934, 144.94061838907353
1119271,Seat - Straight Seat - Wooden Battens - Type 2 - Royal Park,Outdoor Furniture,Seat,"Royal Park approximately 61m NE of 355 Flemington Road, North Melbourne, 3051",-37.79033169294314, 144.94382922526148
1119275,Seat - Straight Seat - Wooden Battens - Type 2 - Fawkner Park,Outdoor Furniture,Seat,"Fawkner Park approximately 99m East of CitiPower Pty Ltd, Substation 28, 30 Commercial Road, South Yarra, 3141",-37.84501622600203, 144.9817707320871
1119276,Seat - Straight Seat - Wooden Battens - Type 2 - Fawkner Park,Outdoor Furniture,Seat,Fawkner Park,-37.84391546407998, 144.9800066986941
1119278,Seat - Straight Seat - Wooden Battens - Type 2 - Fitzroy Gardens,Outdoor Furniture,Seat,"Fitzroy Gardens approximately 79m North of Serco Group Pty Limited, Conservatory, Fitzroy Gardens, Wellington Parade, East Melbourne, 3002",-37.813392210644125, 144.97877995837692
1119279,Seat - Straight Seat - Wooden Battens - Type 2 - Fitzroy Gardens,Outdoor Furniture,Seat,"Fitzroy Gardens approximately 38m NE of Cooks' Cottage, Fitzroy Gardens, Wellington Parade, East Melbourne, 3002",-37.8142569688415, 144.9798084899156
1119281,Seat - Straight Seat - Wooden Battens - Type 2 - Enterprize Park,Outdoor Furniture,Seat,"Enterprize Park approximately 55m SE of Enterprize Park, 469-503 Flinders Street, Melbourne, 3000",-37.82038824568846, 144.9593508070657
1119282,Seat - Straight Seat - Wooden Battens - Type 2 - Queen Victoria Gardens,Outdoor Furniture,Seat,"Queen Victoria Gardens approximately 93m SW of City of Melbourne, Alexandra Gardens, Alexandra Avenue, Melbourne, 3004",-37.82154018194043, 144.97135869659985
1119283,Seat - Straight Seat - Wooden Battens - Type 2 - Golden Elm Reserve,Outdoor Furniture,Seat,Golden Elm Reserve,-37.83060954619526, 144.98744853783293
1119284,Seat - Straight Seat - Wooden Battens - Type 2 - Kings Domain,Outdoor Furniture,Seat,"Kings Domain South approximately 11m West of The Gardens Shop, Gardens Shop, 100 Birdwood Avenue, Melbourne, 3004",-37.82997271819848, 144.97456006734052
1119285,Seat - Straight Seat - Wooden Battens - Type 2 - Fitzroy Gardens,Outdoor Furniture,Seat,"Fitzroy Gardens approximately 8m West of Serco Group Pty Limited, Conservatory, Fitzroy Gardens, Wellington Parade, East Melbourne, 3002",-37.814090015929416, 144.97845058556362
1119286,Seat - Straight Seat - Wooden Battens - Type 2 - Fitzroy Gardens,Outdoor Furniture,Seat,"Fitzroy Gardens approximately 12m NW of Serco Group Pty Limited, Conservatory, Fitzroy Gardens, Wellington Parade, East Melbourne, 3002",-37.81399531753819, 144.97847247988727
1119287,Seat - Straight Seat - Wooden Battens - Type 2 - Enterprize Park,Outdoor Furniture,Seat,"Enterprize Park approximately 53m SE of Enterprize Park, 469-503 Flinders Street, Melbourne, 3000",-37.82041439073704, 144.95930464530718
1119288,Seat - Straight Seat - Wooden Battens - Type 2 - Enterprize Park,Outdoor Furniture,Seat,"Enterprize Park approximately 77m SW of Customs Square, 401 Flinders Street, Melbourne, 3000",-37.8200625544394, 144.95980283145025
1119289,Seat - Straight Seat - Wooden Battens - Type 2 - Queen Victoria Gardens,Outdoor Furniture,Seat,Queen Victoria Gardens,-37.821687704848415, 144.97125411557562
1119290,Seat - Straight Seat - Wooden Battens - Type 2 - Shrine of Remembrance Reserve,Outdoor Furniture,Seat,Shrine of Remembrance Reserve,-37.82785787350651, 144.9721224414732
1119291,Seat - Straight Seat - Wooden Battens - Type 2 - Kings Domain South,Outdoor Furniture,Seat,"Kings Domain South approximately 43m NW of Emmerton, 203 Domain Road, South Yarra, 3141",-37.83401011607031, 144.98329231072825
1119292,Seat - Straight Seat - Wooden Battens - Type 2 - Shrine of Remembrance Reserve,Outdoor Furniture,Seat,"Shrine of Remembrance Reserve approximately 86m West of The Gardens Shop, Gardens Shop, 100 Birdwood Avenue, Melbourne, 3004",-37.82991056301233, 144.97370792060207
1119293,Seat - Straight Seat - Wooden Battens - Type 2 - Powlett Reserve,Outdoor Furniture,Seat,"Powlett Reserve approximately 34m North of 65-67 Grey Street, East Melbourne, 3002",-37.81185970136922, 144.98735246840863
1119294,Seat - Straight Seat - Wooden Battens - Type 2 - Treasury Gardens,Outdoor Furniture,Seat,"Treasury Gardens approximately 66m SW of Commonwealth Of Australia, Commonwealth Offices, 4 Treasury Place, East Melbourne, 3002",-37.81312948599776, 144.97690476978974
1119296,Seat - Straight Seat - Wooden Battens - Type 2 - Fawkner Park,Outdoor Furniture,Seat,Fawkner Park,-37.84310862244229, 144.97991098423773
1119297,Seat - Straight Seat - Wooden Battens - Type 2 - Fitzroy Gardens,Outdoor Furniture,Seat,"Fitzroy Gardens approximately 96m South of 1 Eades Street, East Melbourne, 3002",-37.81077349552852, 144.98049331421103
1119298,Seat - Straight Seat - Wooden Battens - Type 2 - Flagstaff Gardens,Outdoor Furniture,Seat,"Flagstaff Gardens approximately 99m NE of St James Old Cathedral, Church, 2-10 Batman Street, West Melbourne, 3003",-37.809912444481334, 144.95360240702846
1119299,Seat - Straight Seat - Wooden Battens - Type 2 - Flagstaff Gardens,Outdoor Furniture,Seat,"William Street between La Trobe Street and A'Beckett Street approximately 33m SE of Flagstaff Lodge, Flagstaff Lodge, Flagstaff Gardens, 309 William Street, West Melbourne, 3003",-37.81120767000046, 144.95599235706675
1119300,Seat - Straight Seat - Wooden Battens - Type 2 - Fawkner Park,Outdoor Furniture,Seat,"Fawkner Park approximately 53m North of City of Melbourne, Southern Pavilion, Fawkner Park, Commercial Road, South Yarra, 3141",-37.84269846796184, 144.98162721163376
1119302,Seat - Straight Seat - Wooden Battens - Type 2 - Wellington Park,Outdoor Furniture,Seat,Wellington Park,-37.81601385173945, 144.97738015444483
1119303,Seat - Straight Seat - Wooden Battens - Type 2 - Fitzroy Gardens,Outdoor Furniture,Seat,"Fitzroy Gardens approximately 60m SE of The Pavilion, The Pavilion, Fitzroy Gardens, Wellington Parade, East Melbourne, 3002",-37.813537906383566, 144.9817469204401
1119304,Seat - Straight Seat - Wooden Battens - Type 2 - Fitzroy Gardens,Outdoor Furniture,Seat,"Fitzroy Gardens approximately 73m West of Roccella, Ground, 158 Clarendon Street, East Melbourne, 3002",-37.81183695987749, 144.98267414238947
1119306,Seat - Straight Seat - Wooden Battens - Type 2 - Fitzroy Gardens,Outdoor Furniture,Seat,"Lansdowne Street between Wellington Parade and St Andrews Place approximately 42m North of Lodge, Lodge, Fitzroy Gardens, 298 Wellington Parade, East Melbourne, 3002",-37.81502587316365, 144.97761522887376
1119307,Seat - Straight Seat - Wooden Battens - Type 2 - Carlton Gardens South,Outdoor Furniture,Seat,"Carlton Gardens South approximately 99m NE of Burton Reserve, 1A Victoria Parade, Carlton, 3053",-37.80698405210438, 144.9728786519281
1119308,Seat - Straight Seat - Wooden Battens - Type 2 - Carlton Gardens South,Outdoor Furniture,Seat,Carlton Gardens South,-37.80692459439876, 144.97135178282647
1119309,Seat - Straight Seat - Wooden Battens - Type 2 - Gordon Reserve,Outdoor Furniture,Seat,Gordon Reserve,-37.812322017507405, 144.9739741021183
1119310,Seat - Straight Seat - Wooden Battens - Type 2 - Treasury Gardens,Outdoor Furniture,Seat,Treasury Gardens,-37.81364590353945, 144.97711706505248
1119311,Seat - Straight Seat - Wooden Battens - Type 2 - Fitzroy Gardens,Outdoor Furniture,Seat,"Fitzroy Gardens approximately 22m West of City of Melbourne, Nursery & Depot, Fitzroy Gardens, 264 Wellington Parade, East Melbourne, 3002",-37.815628122089485, 144.97975134440964
1119312,Seat - Straight Seat - Wooden Battens - Type 2 - Fitzroy Gardens,Outdoor Furniture,Seat,"Fitzroy Gardens approximately 80m NE of City of Melbourne, Jolimont Reserve, Wellington Parade South, East Melbourne, 3002",-37.81577984245912, 144.98110469674322
1119313,Seat - Straight Seat - Wooden Battens - Type 2 - Fitzroy Gardens,Outdoor Furniture,Seat,"Fitzroy Gardens approximately 100m SW of Vizard Foundation House, 68-70 Clarendon Street, East Melbourne, 3002",-37.81479665365534, 144.98210863440784
1119314,Seat - Straight Seat - Wooden Battens - Type 2 - Fitzroy Gardens,Outdoor Furniture,Seat,"Fitzroy Gardens approximately 33m NW of City of Melbourne, Sinclairs Cottage, Fitzroy Gardens, Wellington Parade, East Melbourne, 3002",-37.81425125646992, 144.9802634801118
1119316,Seat - Straight Seat - Wooden Battens - Type 2 - Fitzroy Gardens,Outdoor Furniture,Seat,"Fitzroy Gardens approximately 37m SW of The Pavilion, The Pavilion, Fitzroy Gardens, Wellington Parade, East Melbourne, 3002",-37.81336683804828, 144.98097800620465
1119317,Seat - Straight Seat - Wooden Battens - Type 2 - Fitzroy Gardens,Outdoor Furniture,Seat,"Fitzroy Gardens approximately 12m NE of Serco Group Pty Limited, Conservatory, Fitzroy Gardens, Wellington Parade, East Melbourne, 3002",-37.81402096102207, 144.97865387259122
1119319,Seat - Straight Seat - Wooden Battens - Type 2 - Gordon Reserve,Outdoor Furniture,Seat,Gordon Reserve,-37.812544924580614, 144.97397152974816
1119321,Seat - Straight Seat - Wooden Battens - Type 2 - Queen Victoria Gardens,Outdoor Furniture,Seat,Queen Victoria Gardens,-37.822033383307705, 144.97187062322317
1119322,Seat - Straight Seat - Wooden Battens - Type 2 - Fitzroy Gardens,Outdoor Furniture,Seat,"Fitzroy Gardens approximately 85m SE of 1 Eades Street, East Melbourne, 3002",-37.81049229883355, 144.9814692111118
1119326,Seat - Straight Seat - Wooden Battens - Type 2 - Fawkner Park,Outdoor Furniture,Seat,"Fawkner Park approximately 37m NE of City of Melbourne, Northern Pavilion, Fawkner Park, Toorak Road, South Yarra, 3141",-37.83953621326912, 144.98203534522804
1119327,Seat - Straight Seat - Wooden Battens - Type 2 - Fawkner Park,Outdoor Furniture,Seat,Fawkner Park,-37.83951414319237, 144.98074824807819
1119329,Seat - Straight Seat - Wooden Battens - Type 2 - Carlton Gardens North,Outdoor Furniture,Seat,"Carlton Gardens North approximately 67m South of City of Melbourne, The Lodge and Depot, Carlton Gardens North, 99 Carlton Street, Carlton, 3053",-37.80149207132144, 144.97078979654233
1119330,Seat - Straight Seat - Wooden Battens - Type 2 - Darling Square,Outdoor Furniture,Seat,"Darling Square approximately 31m East of 127 Simpson Street, East Melbourne, 3002",-37.81300349753612, 144.98860353326955
1119331,Seat - Straight Seat - Wooden Battens - Type 2 - Enterprize Park,Outdoor Furniture,Seat,"Enterprize Park approximately 74m East of Enterprize Park, 469-503 Flinders Street, Melbourne, 3000",-37.82029095730274, 144.95964942490806
1119332,Seat - Straight Seat - Wooden Battens - Type 2 - Fawkner Park,Outdoor Furniture,Seat,Fawkner Park,-37.84185412232061, 144.98331831555356
1119333,Seat - Straight Seat - Wooden Battens - Type 2 - Fawkner Park,Outdoor Furniture,Seat,Fawkner Park,-37.84218576760898, 144.9820622183135
1119334,Seat - Straight Seat - Wooden Battens - Type 2 - Alexandra Gardens,Outdoor Furniture,Seat,Alexandra Gardens,-37.820145690706866, 144.97106515556754
1119337,Seat - Straight Seat - Wooden Battens - Type 2 - Queen Victoria Gardens,Outdoor Furniture,Seat,Queen Victoria Gardens,-37.82182982152729, 144.97206500980826
1119338,Seat - Straight Seat - Wooden Battens - Type 2 - Queen Victoria Gardens,Outdoor Furniture,Seat,Queen Victoria Gardens,-37.82193943344675, 144.97286736727537
1119339,Seat - Straight Seat - Wooden Battens - Type 2 - Carlton Gardens North,Outdoor Furniture,Seat,"Carlton Gardens North approximately 99m East of Sacred Heart, 199 Rathdowne Street, Carlton, 3053",-37.80249904422988, 144.97059607243057
1119340,Seat - Straight Seat - Wooden Battens - Type 2 - Carlton Gardens South,Outdoor Furniture,Seat,Carlton Gardens South,-37.80552096692627, 144.9734009284116
1119341,Seat - Straight Seat - Wooden Battens - Type 2 - Carlton Gardens South,Outdoor Furniture,Seat,Carlton Gardens South,-37.80596227446081, 144.97173124537832
1119342,Seat - Straight Seat - Wooden Battens - Type 2 - Carlton Gardens South,Outdoor Furniture,Seat,Carlton Gardens South,-37.80603742206895, 144.97111857094896
1119343,Seat - Straight Seat - Wooden Battens - Type 2 - Carlton Gardens South,Outdoor Furniture,Seat,Carlton Gardens South,-37.80626746680243, 144.9729590146879
1119344,Seat - Straight Seat - Wooden Battens - Type 2 - Carlton Gardens South,Outdoor Furniture,Seat,Carlton Gardens South,-37.80657969764952, 144.97172752720454
1119345,Seat - Straight Seat - Wooden Battens - Type 2 - Gordon Reserve,Outdoor Furniture,Seat,Gordon Reserve,-37.812478349273306, 144.97382090903125
1119346,Seat - Straight Seat - Wooden Battens - Type 2 - Fawkner Park,Outdoor Furniture,Seat,Fawkner Park,-37.84106269384512, 144.9806047634358
1119347,Seat - Straight Seat - Wooden Battens - Type 2 - Fawkner Park,Outdoor Furniture,Seat,"Fawkner Park approximately 79m North of City of Melbourne, Southern Pavilion, Fawkner Park, Commercial Road, South Yarra, 3141",-37.84246437331219, 144.98163950313864
1119348,Seat - Straight Seat - Wooden Battens - Type 2 - Fawkner Park,Outdoor Furniture,Seat,Fawkner Park,-37.84441508115567, 144.98248737984702
1119350,Seat - Straight Seat - Wooden Battens - Type 2 - Fawkner Park,Outdoor Furniture,Seat,"Fawkner Park approximately 79m North of City of Melbourne, Southern Pavilion, Fawkner Park, Commercial Road, South Yarra, 3141",-37.84249021198539, 144.98197971394572
1119351,Seat - Straight Seat - Wooden Battens - Type 2 - Flagstaff Gardens,Outdoor Furniture,Seat,"Flagstaff Gardens approximately 58m South of Xin Fang Supermarket, Ground, 420-424 William Street, West Melbourne, 3003",-37.808769431042585, 144.9548650116231
1119352,Seat - Straight Seat - Wooden Battens - Type 2 - Carlton Gardens North,Outdoor Furniture,Seat,Carlton Gardens North,-37.802158242279525, 144.97165927584447
1119354,Seat - Straight Seat - Wooden Battens - Type 2 - Carlton Gardens North,Outdoor Furniture,Seat,"Carlton Gardens North approximately 47m South of 30 Carlton Street, Carlton, 3053",-37.801431879598695, 144.97317640991992
1119355,Seat - Straight Seat - Wooden Battens - Type 2 - Carlton Gardens North,Outdoor Furniture,Seat,Carlton Gardens North,-37.801877201711456, 144.97156202054214
1119356,Seat - Straight Seat - Wooden Battens - Type 2 - Carlton Gardens North,Outdoor Furniture,Seat,"Carlton Gardens North approximately 42m South of 74 Carlton Street, Carlton, 3053",-37.801209908358494, 144.97153757298986
1119357,Seat - Straight Seat - Wooden Battens - Type 2 - Carlton Gardens South,Outdoor Furniture,Seat,Carlton Gardens South,-37.80579508384881, 144.97169334029468
1075645,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Lygon Street between Victoria Street and Queensberry Street approximately 14m South of Royal Melbourne Institute Of Technology, 33-49 Lygon Street, Carlton, 3053",-37.806013302566036, 144.96588104805235
1119359,Seat - Straight Seat - Wooden Battens - Type 2 - Treasury Gardens,Outdoor Furniture,Seat,"Treasury Gardens approximately 31m SW of Department Of Premier And Cabinet, Department of Premier & Cabinet, 1 Treasury Place, East Melbourne, 3002",-37.81352448541079, 144.97478239095653
